code,coding_system,event_abbreviation,tags
643.2,ICD9,Ongoingpregnancy,
643.21,ICD9,Ongoingpregnancy,
643.8,ICD9,Ongoingpregnancy,
643.81,ICD9,Ongoingpregnancy,
643.83,ICD9,Ongoingpregnancy,
643.9,ICD9,Ongoingpregnancy,
643.91,ICD9,Ongoingpregnancy,
643.93,ICD9,Ongoingpregnancy,
644.03,ICD9,Ongoingpregnancy,
644.1,ICD9,Ongoingpregnancy,
644.2,ICD9,Ongoingpregnancy,
645.1,ICD9,Ongoingpregnancy,
645.13,ICD9,Ongoingpregnancy,
645.2,ICD9,Ongoingpregnancy,
646.1,ICD9,Ongoingpregnancy,
646.11,ICD9,Ongoingpregnancy,
646.13,ICD9,Ongoingpregnancy,
646.14,ICD9,Ongoingpregnancy,
646.2,ICD9,Ongoingpregnancy,
646.22,ICD9,Ongoingpregnancy,
646.4,ICD9,Ongoingpregnancy,
646.51,ICD9,Ongoingpregnancy,
646.61,ICD9,Ongoingpregnancy,
646.7,ICD9,Ongoingpregnancy,
646.71,ICD9,Ongoingpregnancy,
647.03,ICD9,Ongoingpregnancy,
647.1,ICD9,Ongoingpregnancy,
647.13,ICD9,Ongoingpregnancy,
647.2,ICD9,Ongoingpregnancy,
647.21,ICD9,Ongoingpregnancy,
647.23,ICD9,Ongoingpregnancy,
647.24,ICD9,Ongoingpregnancy,
647.3,ICD9,Ongoingpregnancy,
647.33,ICD9,Ongoingpregnancy,
647.41,ICD9,Ongoingpregnancy,
647.43,ICD9,Ongoingpregnancy,
647.5,ICD9,Ongoingpregnancy,
647.51,ICD9,Ongoingpregnancy,
647.53,ICD9,Ongoingpregnancy,
647.6,ICD9,Ongoingpregnancy,
647.61,ICD9,Ongoingpregnancy,
647.63,ICD9,Ongoingpregnancy,
647.8,ICD9,Ongoingpregnancy,
647.83,ICD9,Ongoingpregnancy,
647.9,ICD9,Ongoingpregnancy,
648.03,ICD9,Ongoingpregnancy,
648.1,ICD9,Ongoingpregnancy,
648.13,ICD9,Ongoingpregnancy,
648.2,ICD9,Ongoingpregnancy,
648.21,ICD9,Ongoingpregnancy,
648.23,ICD9,Ongoingpregnancy,
648.3,ICD9,Ongoingpregnancy,
648.31,ICD9,Ongoingpregnancy,
648.33,ICD9,Ongoingpregnancy,
648.4,ICD9,Ongoingpregnancy,
648.41,ICD9,Ongoingpregnancy,
648.43,ICD9,Ongoingpregnancy,
648.5,ICD9,Ongoingpregnancy,
648.51,ICD9,Ongoingpregnancy,
648.53,ICD9,Ongoingpregnancy,
648.6,ICD9,Ongoingpregnancy,
648.61,ICD9,Ongoingpregnancy,
648.63,ICD9,Ongoingpregnancy,
648.7,ICD9,Ongoingpregnancy,
648.71,ICD9,Ongoingpregnancy,
648.73,ICD9,Ongoingpregnancy,
648.8,ICD9,Ongoingpregnancy,
648.9,ICD9,Ongoingpregnancy,
648.91,ICD9,Ongoingpregnancy,
648.93,ICD9,Ongoingpregnancy,
649.01,ICD9,Ongoingpregnancy,
649.03,ICD9,Ongoingpregnancy,
649.1,ICD9,Ongoingpregnancy,
649.11,ICD9,Ongoingpregnancy,
649.13,ICD9,Ongoingpregnancy,
649.3,ICD9,Ongoingpregnancy,
649.31,ICD9,Ongoingpregnancy,
649.33,ICD9,Ongoingpregnancy,
649.5,ICD9,Ongoingpregnancy,
649.51,ICD9,Ongoingpregnancy,
649.53,ICD9,Ongoingpregnancy,
649.6,ICD9,Ongoingpregnancy,
649.61,ICD9,Ongoingpregnancy,
649.63,ICD9,Ongoingpregnancy,
649.7,ICD9,Ongoingpregnancy,
649.71,ICD9,Ongoingpregnancy,
649.73,ICD9,Ongoingpregnancy,
651.01,ICD9,Ongoingpregnancy,
651.03,ICD9,Ongoingpregnancy,
651.1,ICD9,Ongoingpregnancy,
651.11,ICD9,Ongoingpregnancy,
651.13,ICD9,Ongoingpregnancy,
651.2,ICD9,Ongoingpregnancy,
651.21,ICD9,Ongoingpregnancy,
651.23,ICD9,Ongoingpregnancy,
651.3,ICD9,Ongoingpregnancy,
651.33,ICD9,Ongoingpregnancy,
651.4,ICD9,Ongoingpregnancy,
651.5,ICD9,Ongoingpregnancy,
651.6,ICD9,Ongoingpregnancy,
651.7,ICD9,Ongoingpregnancy,
651.71,ICD9,Ongoingpregnancy,
651.73,ICD9,Ongoingpregnancy,
651.8,ICD9,Ongoingpregnancy,
651.83,ICD9,Ongoingpregnancy,
651.91,ICD9,Ongoingpregnancy,
652.3,ICD9,Ongoingpregnancy,
653.13,ICD9,Ongoingpregnancy,
653.2,ICD9,Ongoingpregnancy,
653.21,ICD9,Ongoingpregnancy,
653.23,ICD9,Ongoingpregnancy,
653.3,ICD9,Ongoingpregnancy,
653.33,ICD9,Ongoingpregnancy,
653.4,ICD9,Ongoingpregnancy,
653.5,ICD9,Ongoingpregnancy,
653.53,ICD9,Ongoingpregnancy,
653.6,ICD9,Ongoingpregnancy,
653.63,ICD9,Ongoingpregnancy,
653.7,ICD9,Ongoingpregnancy,
653.8,ICD9,Ongoingpregnancy,
653.83,ICD9,Ongoingpregnancy,
653.9,ICD9,Ongoingpregnancy,
653.93,ICD9,Ongoingpregnancy,
654.03,ICD9,Ongoingpregnancy,
654.1,ICD9,Ongoingpregnancy,
654.13,ICD9,Ongoingpregnancy,
654.2,ICD9,Ongoingpregnancy,
654.3,ICD9,Ongoingpregnancy,
654.4,ICD9,Ongoingpregnancy,
654.43,ICD9,Ongoingpregnancy,
654.5,ICD9,Ongoingpregnancy,
654.51,ICD9,Ongoingpregnancy,
654.53,ICD9,Ongoingpregnancy,
654.6,ICD9,Ongoingpregnancy,
654.63,ICD9,Ongoingpregnancy,
654.7,ICD9,Ongoingpregnancy,
654.73,ICD9,Ongoingpregnancy,
654.8,ICD9,Ongoingpregnancy,
654.83,ICD9,Ongoingpregnancy,
654.9,ICD9,Ongoingpregnancy,
654.93,ICD9,Ongoingpregnancy,
655.03,ICD9,Ongoingpregnancy,
655.1,ICD9,Ongoingpregnancy,
655.13,ICD9,Ongoingpregnancy,
655.2,ICD9,Ongoingpregnancy,
655.23,ICD9,Ongoingpregnancy,
655.3,ICD9,Ongoingpregnancy,
655.33,ICD9,Ongoingpregnancy,
655.4,ICD9,Ongoingpregnancy,
655.5,ICD9,Ongoingpregnancy,
655.53,ICD9,Ongoingpregnancy,
655.6,ICD9,Ongoingpregnancy,
655.7,ICD9,Ongoingpregnancy,
655.71,ICD9,Ongoingpregnancy,
655.73,ICD9,Ongoingpregnancy,
655.8,ICD9,Ongoingpregnancy,
655.83,ICD9,Ongoingpregnancy,
655.9,ICD9,Ongoingpregnancy,
655.93,ICD9,Ongoingpregnancy,
656.1,ICD9,Ongoingpregnancy,
656.11,ICD9,Ongoingpregnancy,
656.13,ICD9,Ongoingpregnancy,
656.2,ICD9,Ongoingpregnancy,
656.23,ICD9,Ongoingpregnancy,
656.3,ICD9,Ongoingpregnancy,
656.33,ICD9,Ongoingpregnancy,
656.5,ICD9,Ongoingpregnancy,
656.51,ICD9,Ongoingpregnancy,
656.6,ICD9,Ongoingpregnancy,
656.63,ICD9,Ongoingpregnancy,
656.7,ICD9,Ongoingpregnancy,
656.71,ICD9,Ongoingpregnancy,
656.8,ICD9,Ongoingpregnancy,
656.83,ICD9,Ongoingpregnancy,
656.9,ICD9,Ongoingpregnancy,
656.93,ICD9,Ongoingpregnancy,
657.01,ICD9,Ongoingpregnancy,
657.03,ICD9,Ongoingpregnancy,
658.03,ICD9,Ongoingpregnancy,
658.1,ICD9,Ongoingpregnancy,
658.13,ICD9,Ongoingpregnancy,
658.2,ICD9,Ongoingpregnancy,
658.23,ICD9,Ongoingpregnancy,
658.3,ICD9,Ongoingpregnancy,
658.33,ICD9,Ongoingpregnancy,
658.4,ICD9,Ongoingpregnancy,
658.41,ICD9,Ongoingpregnancy,
658.8,ICD9,Ongoingpregnancy,
658.83,ICD9,Ongoingpregnancy,
658.9,ICD9,Ongoingpregnancy,
658.91,ICD9,Ongoingpregnancy,
658.93,ICD9,Ongoingpregnancy,
659.1,ICD9,Ongoingpregnancy,
659.4,ICD9,Ongoingpregnancy,
659.5,ICD9,Ongoingpregnancy,
659.53,ICD9,Ongoingpregnancy,
659.6,ICD9,Ongoingpregnancy,
659.63,ICD9,Ongoingpregnancy,
659.7,ICD9,Ongoingpregnancy,
659.71,ICD9,Ongoingpregnancy,
659.73,ICD9,Ongoingpregnancy,
665.8,ICD9,Ongoingpregnancy,
665.9,ICD9,Ongoingpregnancy,
668.1,ICD9,Ongoingpregnancy,
669.2,ICD9,Ongoingpregnancy,
669.4,ICD9,Ongoingpregnancy,
671.01,ICD9,Ongoingpregnancy,
671.03,ICD9,Ongoingpregnancy,
671.1,ICD9,Ongoingpregnancy,
671.11,ICD9,Ongoingpregnancy,
671.13,ICD9,Ongoingpregnancy,
671.2,ICD9,Ongoingpregnancy,
671.21,ICD9,Ongoingpregnancy,
671.23,ICD9,Ongoingpregnancy,
671.3,ICD9,Ongoingpregnancy,
671.31,ICD9,Ongoingpregnancy,
671.5,ICD9,Ongoingpregnancy,
671.51,ICD9,Ongoingpregnancy,
671.8,ICD9,Ongoingpregnancy,
671.83,ICD9,Ongoingpregnancy,
671.93,ICD9,Ongoingpregnancy,
673.8,ICD9,Ongoingpregnancy,
674.03,ICD9,Ongoingpregnancy,
674.4,ICD9,Ongoingpregnancy,
675.13,ICD9,Ongoingpregnancy,
675.23,ICD9,Ongoingpregnancy,
678.01,ICD9,Ongoingpregnancy,
678.03,ICD9,Ongoingpregnancy,
679.01,ICD9,Ongoingpregnancy,
679.03,ICD9,Ongoingpregnancy,
679.1,ICD9,Ongoingpregnancy,
679.11,ICD9,Ongoingpregnancy,
679.13,ICD9,Ongoingpregnancy,
694.3,ICD9,Ongoingpregnancy,
760.1,ICD9,Ongoingpregnancy,
760.3,ICD9,Ongoingpregnancy,
760.5,ICD9,Ongoingpregnancy,
760.7,ICD9,Ongoingpregnancy,
760.71,ICD9,Ongoingpregnancy,
760.72,ICD9,Ongoingpregnancy,
760.73,ICD9,Ongoingpregnancy,
760.74,ICD9,Ongoingpregnancy,
760.75,ICD9,Ongoingpregnancy,
760.77,ICD9,Ongoingpregnancy,
760.78,ICD9,Ongoingpregnancy,
760.79,ICD9,Ongoingpregnancy,
760.8,ICD9,Ongoingpregnancy,
760.9,ICD9,Ongoingpregnancy,
761.1,ICD9,Ongoingpregnancy,
761.2,ICD9,Ongoingpregnancy,
761.3,ICD9,Ongoingpregnancy,
761.5,ICD9,Ongoingpregnancy,
761.8,ICD9,Ongoingpregnancy,
762.1,ICD9,Ongoingpregnancy,
762.2,ICD9,Ongoingpregnancy,
762.5,ICD9,Ongoingpregnancy,
762.6,ICD9,Ongoingpregnancy,
762.8,ICD9,Ongoingpregnancy,
762.9,ICD9,Ongoingpregnancy,
763.5,ICD9,Ongoingpregnancy,
763.83,ICD9,Ongoingpregnancy,
764.2,ICD9,Ongoingpregnancy,
764.9,ICD9,Ongoingpregnancy,
764.91,ICD9,Ongoingpregnancy,
764.910,ICD9,Ongoingpregnancy,
764.92,ICD9,Ongoingpregnancy,
764.93,ICD9,Ongoingpregnancy,
764.94,ICD9,Ongoingpregnancy,
764.95,ICD9,Ongoingpregnancy,
764.96,ICD9,Ongoingpregnancy,
764.97,ICD9,Ongoingpregnancy,
764.98,ICD9,Ongoingpregnancy,
771.1,ICD9,Ongoingpregnancy,
771.2,ICD9,Ongoingpregnancy,
773.1,ICD9,Ongoingpregnancy,
773.5,ICD9,Ongoingpregnancy,
775.9,ICD9,Ongoingpregnancy,
778.8,ICD9,Ongoingpregnancy,
792.3,ICD9,Ongoingpregnancy,
796.5,ICD9,Ongoingpregnancy,
V22.0,ICD9,Ongoingpregnancy,
V22.1,ICD9,Ongoingpregnancy,
V22.2,ICD9,Ongoingpregnancy,
V23.0,ICD9,Ongoingpregnancy,
V23.1,ICD9,Ongoingpregnancy,
V23.2,ICD9,Ongoingpregnancy,
V23.3,ICD9,Ongoingpregnancy,
V23.4,ICD9,Ongoingpregnancy,
V23.42,ICD9,Ongoingpregnancy,
V23.49,ICD9,Ongoingpregnancy,
V23.5,ICD9,Ongoingpregnancy,
V23.7,ICD9,Ongoingpregnancy,
V23.8,ICD9,Ongoingpregnancy,
V23.81,ICD9,Ongoingpregnancy,
V23.82,ICD9,Ongoingpregnancy,
V23.83,ICD9,Ongoingpregnancy,
V23.84,ICD9,Ongoingpregnancy,
V23.9,ICD9,Ongoingpregnancy,
V28.0,ICD9,Ongoingpregnancy,
V28.1,ICD9,Ongoingpregnancy,
V28.2,ICD9,Ongoingpregnancy,
V28.3,ICD9,Ongoingpregnancy,
V28.4,ICD9,Ongoingpregnancy,
V28.5,ICD9,Ongoingpregnancy,
V28.6,ICD9,Ongoingpregnancy,
V28.8,ICD9,Ongoingpregnancy,
V28.81,ICD9,Ongoingpregnancy,
V28.82,ICD9,Ongoingpregnancy,
V28.9,ICD9,Ongoingpregnancy,
V61.5,ICD9,Ongoingpregnancy,
V61.6,ICD9,Ongoingpregnancy,
V61.7,ICD9,Ongoingpregnancy,
V73.3,ICD9,Ongoingpregnancy,
V74.8,ICD9,Ongoingpregnancy,
V89.04,ICD9,Ongoingpregnancy,
V89.05,ICD9,Ongoingpregnancy,
V89.09,ICD9,Ongoingpregnancy,
V91.00,ICD9,Ongoingpregnancy,
V91.10,ICD9,Ongoingpregnancy,
V91.11,ICD9,Ongoingpregnancy,
V91.12,ICD9,Ongoingpregnancy,
V91.19,ICD9,Ongoingpregnancy,
V91.20,ICD9,Ongoingpregnancy,
V91.21,ICD9,Ongoingpregnancy,
V91.22,ICD9,Ongoingpregnancy,
V91.29,ICD9,Ongoingpregnancy,
V91.90,ICD9,Ongoingpregnancy,
V91.91,ICD9,Ongoingpregnancy,
V91.910,ICD9,Ongoingpregnancy,
V91.92,ICD9,Ongoingpregnancy,
641.9,ICD9,Ongoingpregnancy,
631,ICD9,Ongoingpregnancy,
69.92,ICD9,Ongoingpregnancy,
V22.0,ICD9,Ongoingpregnancy,
V72.40,ICD9,Ongoingpregnancy,
V72.42,ICD9,Ongoingpregnancy,
L40.1,ICD10,Ongoingpregnancy,
L53.0,ICD10,Ongoingpregnancy,
N88.3,ICD10,Ongoingpregnancy,
O02,ICD10,Ongoingpregnancy,
O02.81,ICD10,Ongoingpregnancy,
O07,ICD10,Ongoingpregnancy,
O07.4,ICD10,Ongoingpregnancy,
O20,ICD10,Ongoingpregnancy,
O20.0,ICD10,Ongoingpregnancy,
O21,ICD10,Ongoingpregnancy,
O21.0,ICD10,Ongoingpregnancy,
O21.1,ICD10,Ongoingpregnancy,
O21.2,ICD10,Ongoingpregnancy,
O21.8,ICD10,Ongoingpregnancy,
O21.9,ICD10,Ongoingpregnancy,
O22,ICD10,Ongoingpregnancy,
O22.0,ICD10,Ongoingpregnancy,
O22.2,ICD10,Ongoingpregnancy,
O22.3,ICD10,Ongoingpregnancy,
O22.8,ICD10,Ongoingpregnancy,
O23,ICD10,Ongoingpregnancy,
O24,ICD10,Ongoingpregnancy,
O26.5,ICD10,Ongoingpregnancy,
O26.61,ICD10,Ongoingpregnancy,
O26.85,ICD10,Ongoingpregnancy,
O26.87,ICD10,Ongoingpregnancy,
O30,ICD10,Ongoingpregnancy,
O30.0,ICD10,Ongoingpregnancy,
O30.1,ICD10,Ongoingpregnancy,
O30.2,ICD10,Ongoingpregnancy,
O30.8,ICD10,Ongoingpregnancy,
O30.80,ICD10,Ongoingpregnancy,
O30.89,ICD10,Ongoingpregnancy,
O31.0,ICD10,Ongoingpregnancy,
O40,ICD10,Ongoingpregnancy,
O41.0,ICD10,Ongoingpregnancy,
O43.8,ICD10,Ongoingpregnancy,
O44.0,ICD10,Ongoingpregnancy,
O44.1,ICD10,Ongoingpregnancy,
O46.8,ICD10,Ongoingpregnancy,
O48,ICD10,Ongoingpregnancy,
O71,ICD10,Ongoingpregnancy,
O71.8,ICD10,Ongoingpregnancy,
O75.4,ICD10,Ongoingpregnancy,
O75.5,ICD10,Ongoingpregnancy,
O91.11,ICD10,Ongoingpregnancy,
O98.0,ICD10,Ongoingpregnancy,
O98.1,ICD10,Ongoingpregnancy,
O98.2,ICD10,Ongoingpregnancy,
O98.3,ICD10,Ongoingpregnancy,
O98.5,ICD10,Ongoingpregnancy,
O98.8,ICD10,Ongoingpregnancy,
P00.9,ICD10,Ongoingpregnancy,
P01,ICD10,Ongoingpregnancy,
P01.0,ICD10,Ongoingpregnancy,
P01.1,ICD10,Ongoingpregnancy,
P01.2,ICD10,Ongoingpregnancy,
P01.3,ICD10,Ongoingpregnancy,
P01.5,ICD10,Ongoingpregnancy,
P02.2,ICD10,Ongoingpregnancy,
P02.5,ICD10,Ongoingpregnancy,
P02.6,ICD10,Ongoingpregnancy,
P04.0,ICD10,Ongoingpregnancy,
P05,ICD10,Ongoingpregnancy,
P05.2,ICD10,Ongoingpregnancy,
P05.9,ICD10,Ongoingpregnancy,
P35.0,ICD10,Ongoingpregnancy,
P35.1,ICD10,Ongoingpregnancy,
P55.0,ICD10,Ongoingpregnancy,
P55.1,ICD10,Ongoingpregnancy,
P78.9,ICD10,Ongoingpregnancy,
P83.8,ICD10,Ongoingpregnancy,
R73.0,ICD10,Ongoingpregnancy,
R73.02,ICD10,Ongoingpregnancy,
Z31.1,ICD10,Ongoingpregnancy,
Z33,ICD10,Ongoingpregnancy,
Z34,ICD10,Ongoingpregnancy,
Z34.0,ICD10,Ongoingpregnancy,
Z34.8,ICD10,Ongoingpregnancy,
Z35,ICD10,Ongoingpregnancy,
Z35.8,ICD10,Ongoingpregnancy,
Z36,ICD10,Ongoingpregnancy,
Z36.1,ICD10,Ongoingpregnancy,
Z36.2,ICD10,Ongoingpregnancy,
Z36.4,ICD10,Ongoingpregnancy,
Z36.5,ICD10,Ongoingpregnancy,
Z3A.0,ICD10,Ongoingpregnancy,
Z3A.1,ICD10,Ongoingpregnancy,
Z3A.2,ICD10,Ongoingpregnancy,
Z3A.3,ICD10,Ongoingpregnancy,
Z3A.4,ICD10,Ongoingpregnancy,
O46.9,ICD10,Ongoingpregnancy,
O02.81,ICD10,Ongoingpregnancy,
Z34.0,ICD10,Ongoingpregnancy,
44U9.,READ,Ongoingpregnancy,
4H13.,READ,Ongoingpregnancy,
R123.,READ,Ongoingpregnancy,
XM09H,READ,Ongoingpregnancy,
647.5,READ,Ongoingpregnancy,
K555.,READ,Ongoingpregnancy,
L245z,READ,Ongoingpregnancy,
L2450,READ,Ongoingpregnancy,
L01..,READ,Ongoingpregnancy,
L01z.,READ,Ongoingpregnancy,
L08..,READ,Ongoingpregnancy,
L08z.,READ,Ongoingpregnancy,
L08w.,READ,Ongoingpregnancy,
L08x.,READ,Ongoingpregnancy,
L08y.,READ,Ongoingpregnancy,
L100.,READ,Ongoingpregnancy,
L100z,READ,Ongoingpregnancy,
L1000,READ,Ongoingpregnancy,
L1001,READ,Ongoingpregnancy,
L10z.,READ,Ongoingpregnancy,
L10z0,READ,Ongoingpregnancy,
L10..,READ,Ongoingpregnancy,
L1100,READ,Ongoingpregnancy,
L110.,READ,Ongoingpregnancy,
L110z,READ,Ongoingpregnancy,
L111.,READ,Ongoingpregnancy,
L1110,READ,Ongoingpregnancy,
L111z,READ,Ongoingpregnancy,
L11y.,READ,Ongoingpregnancy,
L11y0,READ,Ongoingpregnancy,
L11yz,READ,Ongoingpregnancy,
Lyu3E,READ,Ongoingpregnancy,
L120.,READ,Ongoingpregnancy,
L1200,READ,Ongoingpregnancy,
L120z,READ,Ongoingpregnancy,
L122.,READ,Ongoingpregnancy,
L1220,READ,Ongoingpregnancy,
L122z,READ,Ongoingpregnancy,
L13..,READ,Ongoingpregnancy,
L131.,READ,Ongoingpregnancy,
L131z,READ,Ongoingpregnancy,
L1310,READ,Ongoingpregnancy,
L132.,READ,Ongoingpregnancy,
L1320,READ,Ongoingpregnancy,
L132z,READ,Ongoingpregnancy,
L1321,READ,Ongoingpregnancy,
L13z1,READ,Ongoingpregnancy,
L140.,READ,Ongoingpregnancy,
L1400,READ,Ongoingpregnancy,
L140z,READ,Ongoingpregnancy,
L141.,READ,Ongoingpregnancy,
L1410,READ,Ongoingpregnancy,
L141z,READ,Ongoingpregnancy,
L15..,READ,Ongoingpregnancy,
L150z,READ,Ongoingpregnancy,
L15z.,READ,Ongoingpregnancy,
L1500,READ,Ongoingpregnancy,
L160.,READ,Ongoingpregnancy,
L1600,READ,Ongoingpregnancy,
L160z,READ,Ongoingpregnancy,
L164.,READ,Ongoingpregnancy,
L1640,READ,Ongoingpregnancy,
L164z,READ,Ongoingpregnancy,
L1650,READ,Ongoingpregnancy,
L165z,READ,Ongoingpregnancy,
L165.,READ,Ongoingpregnancy,
L167.,READ,Ongoingpregnancy,
L1670,READ,Ongoingpregnancy,
L167z,READ,Ongoingpregnancy,
L1671,READ,Ongoingpregnancy,
L173.,READ,Ongoingpregnancy,
L173z,READ,Ongoingpregnancy,
L18..,READ,Ongoingpregnancy,
L180.,READ,Ongoingpregnancy,
L180z,READ,Ongoingpregnancy,
L182.,READ,Ongoingpregnancy,
L182z,READ,Ongoingpregnancy,
L21..,READ,Ongoingpregnancy,
L21z.,READ,Ongoingpregnancy,
L21z0,READ,Ongoingpregnancy,
L210.,READ,Ongoingpregnancy,
L2100,READ,Ongoingpregnancy,
L210z,READ,Ongoingpregnancy,
L2101,READ,Ongoingpregnancy,
L211.,READ,Ongoingpregnancy,
L2110,READ,Ongoingpregnancy,
L211z,READ,Ongoingpregnancy,
L2111,READ,Ongoingpregnancy,
L212.,READ,Ongoingpregnancy,
L212z,READ,Ongoingpregnancy,
L2120,READ,Ongoingpregnancy,
L2121,READ,Ongoingpregnancy,
L2321,READ,Ongoingpregnancy,
L235.,READ,Ongoingpregnancy,
L2350,READ,Ongoingpregnancy,
L235z,READ,Ongoingpregnancy,
L236.,READ,Ongoingpregnancy,
L2360,READ,Ongoingpregnancy,
L236z,READ,Ongoingpregnancy,
L2451,READ,Ongoingpregnancy,
L270.,READ,Ongoingpregnancy,
L2700,READ,Ongoingpregnancy,
L270z,READ,Ongoingpregnancy,
XE0wt,READ,Ongoingpregnancy,
L280.,READ,Ongoingpregnancy,
L2800,READ,Ongoingpregnancy,
L280z,READ,Ongoingpregnancy,
L2840,READ,Ongoingpregnancy,
L284z,READ,Ongoingpregnancy,
XaDdf,READ,Ongoingpregnancy,
L2841,READ,Ongoingpregnancy,
L28z.,READ,Ongoingpregnancy,
L28z0,READ,Ongoingpregnancy,
L28zz,READ,Ongoingpregnancy,
L28z1,READ,Ongoingpregnancy,
L295z,READ,Ongoingpregnancy,
L295.,READ,Ongoingpregnancy,
L2950,READ,Ongoingpregnancy,
L35..,READ,Ongoingpregnancy,
L35yz,READ,Ongoingpregnancy,
L35y0,READ,Ongoingpregnancy,
L3900,READ,Ongoingpregnancy,
L390z,READ,Ongoingpregnancy,
L390.,READ,Ongoingpregnancy,
L3920,READ,Ongoingpregnancy,
L392.,READ,Ongoingpregnancy,
L392z,READ,Ongoingpregnancy,
L410.,READ,Ongoingpregnancy,
L4100,READ,Ongoingpregnancy,
L410z,READ,Ongoingpregnancy,
L412.,READ,Ongoingpregnancy,
L4120,READ,Ongoingpregnancy,
L412z,READ,Ongoingpregnancy,
L413.,READ,Ongoingpregnancy,
L4130,READ,Ongoingpregnancy,
L413z,READ,Ongoingpregnancy,
L415.,READ,Ongoingpregnancy,
L4150,READ,Ongoingpregnancy,
L415z,READ,Ongoingpregnancy,
L41y.,READ,Ongoingpregnancy,
L41y0,READ,Ongoingpregnancy,
L41yz,READ,Ongoingpregnancy,
Lyu21,READ,Ongoingpregnancy,
Lyu22,READ,Ongoingpregnancy,
Lyu3C,READ,Ongoingpregnancy,
Lyu4C,READ,Ongoingpregnancy,
Lyu4J,READ,Ongoingpregnancy,
Lyu70,READ,Ongoingpregnancy,
Lyu71,READ,Ongoingpregnancy,
M051.,READ,Ongoingpregnancy,
Q00..,READ,Ongoingpregnancy,
Q00z.,READ,Ongoingpregnancy,
Q005.,READ,Ongoingpregnancy,
Q01..,READ,Ongoingpregnancy,
Q01z.,READ,Ongoingpregnancy,
Q011.,READ,Ongoingpregnancy,
Q015.,READ,Ongoingpregnancy,
Q0150,READ,Ongoingpregnancy,
Q015z,READ,Ongoingpregnancy,
Q102.,READ,Ongoingpregnancy,
Q401.,READ,Ongoingpregnancy,
Q421.,READ,Ongoingpregnancy,
Q46z.,READ,Ongoingpregnancy,
Q46..,READ,Ongoingpregnancy,
Qyu05,READ,Ongoingpregnancy,
Qyu06,READ,Ongoingpregnancy,
Qyu07,READ,Ongoingpregnancy,
Qyu83,READ,Ongoingpregnancy,
