event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Pregnancy Bleeding,ICD9CMP,641.90,Unspecified antepartum hemorrhage- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,641.93,Unspecified antepartum hemorrhage- antepartum condition or complication,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,640.9,Unspecified hemorrhage in early pregnancy,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,641.8,Other antepartum hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,640.8,Other specified hemorrhage in early pregnancy,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,640.83,Other specified hemorrhage in early pregnancy- antepartum condition or complication,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,641.9,Unspecified antepartum hemorrhage,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,640,Hemorrhage in early pregnancy,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,641,Antepartum hemorrhage- abruptio placentae- and placenta previa,C0000000,Unassociated custom codes,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,640.00,Threatened abortion- unspecified as to episode of care or not applicable,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,640.0,Threatened abortion,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD9CMP,640.80,Other specified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.02,Antepartum hemorrhage w disseminated intravasc coagulation,C2909116,Antepartum hemorrhage with disseminated intravascular coagulation,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.09,Antepartum hemorrhage with other coagulation defect,C2909121,Antepartum hemorrhage with other coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.91,"Premature separation of placenta, unspecified, first trimester",C2909105,"Premature separation of placenta, unspecified, first trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.93,"Premature separation of placenta, unspecified, third trimester",C2909107,"Premature separation of placenta, unspecified, third trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.92,"Premature separation of placenta, unspecified, second trimester",C2909106,"Premature separation of placenta, unspecified, second trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.01,Antepartum hemorrhage with afibrinogenemia,C0473370,Antepartum hemorrhage with hypofibrinogenemia,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45,Premature separation of placenta [abruptio placentae],C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.90,"Premature separation of placenta, unspecified, unspecified trimester",C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.9,Abruptio placentae NOS,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.8X,Other premature separation of placenta,C0477836,Other premature separation of placenta,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.8,Other premature separation of placenta,C0477836,Other premature separation of placenta,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.8X,Other antepartum hemorrhage,C0156635,Other antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.8,Other antepartum hemorrhage,C0156635,Other antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.8X9,"Other antepartum hemorrhage, unspecified trimester",C0156635,Other antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.10,"Complete placenta previa with hemorrhage, unspecified trimester",C4269026,"Complete placenta previa with hemorrhage, unspecified trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O20.0,Threatened abortion,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.11,"Complete placenta previa with hemorrhage, first trimester",C4269027,"Complete placenta previa with hemorrhage, first trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,P52.0,"Intraventricular (nontraumatic) hemorrhage, grade 1, of newborn",C0949187,Bleeding into germinal matrix,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.12,"Complete placenta previa with hemorrhage, second trimester",C4269028,"Complete placenta previa with hemorrhage, second trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.13,"Complete placenta previa with hemorrhage, third trimester",C4269029,"Complete placenta previa with hemorrhage, third trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.0,Complete placenta previa NOS or without hemorrhage,C4269020,Complete placenta previa NOS or without hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.00,"Complete placenta previa NOS or without hemorrhage, unspecified trimester",C4269021,"Complete placenta previa NOS or without hemorrhage, unspecified trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.0,Antepartum hemorrhage with coagulation defect,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.00,"Antepartum hemorrhage with coagulation defect, unspecified",C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.01,"Complete placenta previa NOS or without hemorrhage, first trimester",C4269022,"Complete placenta previa NOS or without hemorrhage, first trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.02,"Complete placenta previa NOS or without hemorrhage, second trimester",C4269023,"Complete placenta previa NOS or without hemorrhage, second trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.03,"Complete placenta previa NOS or without hemorrhage, third trimester",C4269024,"Complete placenta previa NOS or without hemorrhage, third trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.1,Complete placenta previa with hemorrhage,C4269025,Complete placenta previa with hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.30,"Partial placenta previa with hemorrhage, unspecified trimester",C4269038,"Partial placenta previa with hemorrhage, unspecified trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.31,"Partial placenta previa with hemorrhage, first trimester",C4269039,"Partial placenta previa with hemorrhage, first trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.2,Partial placenta previa without hemorrhage,C4269030,Partial placenta previa without hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.21,"Partial placenta previa NOS or without hemorrhage, first trimester",C4269033,"Partial placenta previa NOS or without hemorrhage, first trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.22,"Partial placenta previa NOS or without hemorrhage, second trimester",C4269034,"Partial placenta previa NOS or without hemorrhage, second trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.23,"Partial placenta previa NOS or without hemorrhage, third trimester",C4269035,"Partial placenta previa NOS or without hemorrhage, third trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O72.1,Other immediate postpartum hemorrhage,C0220887,"Other immediate postpartum hemorrhage, postpartum",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.3,Partial placenta previa with hemorrhage,C4269036,Partial placenta previa with hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.0,Premature separation of placenta with coagulation defect,C0451794,Premature separation of placenta with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.00,"Premature separation of placenta w coagulation defect, unsp",C0451794,Premature separation of placenta with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O20.8,Other hemorrhage in early pregnancy,C0477813,Other hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.50,"Low lying placenta with hemorrhage, unspecified trimester",C4269048,"Low lying placenta with hemorrhage, unspecified trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.51,"Low lying placenta with hemorrhage, first trimester",C4269049,"Low lying placenta with hemorrhage, first trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.32,"Partial placenta previa with hemorrhage, second trimester",C4269040,"Partial placenta previa with hemorrhage, second trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.33,"Partial placenta previa with hemorrhage, third trimester",C4269041,"Partial placenta previa with hemorrhage, third trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.4,Low implantation of placenta NOS or without hemorrhage,C4269042,Low lying placenta NOS or without hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.40,"Low lying placenta NOS or without hemorrhage, unspecified trimester",C4269043,"Low lying placenta NOS or without hemorrhage, unspecified trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.41,"Low lying placenta NOS or without hemorrhage, first trimester",C4269044,"Low lying placenta NOS or without hemorrhage, first trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.42,"Low lying placenta NOS or without hemorrhage, second trimester",C4269045,"Low lying placenta NOS or without hemorrhage, second trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.43,"Low lying placenta NOS or without hemorrhage, third trimester",C4269046,"Low lying placenta NOS or without hemorrhage, third trimester",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.5,Low implantation of placenta with hemorrhage,C4269047,Low lying placenta with hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44,Placenta previa,C0032046,Placenta Previa,possible,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.9,"Antepartum hemorrhage, unspecified",C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O20.9,"Hemorrhage in early pregnancy, unspecified",C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O20,Hemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.53,"Low lying placenta with hemorrhage, third trimester",C4269051,"Low lying placenta with hemorrhage, third trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O44.52,"Low lying placenta with hemorrhage, second trimester",C4269050,"Low lying placenta with hemorrhage, second trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.90,"Antepartum hemorrhage, unspecified, unspecified trimester",C2909129,"Antepartum hemorrhage, unspecified, unspecified trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.02,Premature separation of placenta w dissem intravasc coag,C2909094,"Premature separation of placenta with disseminated intravascular coagulation, unspecified trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.91,"Antepartum hemorrhage, unspecified, first trimester",C2909130,"Antepartum hemorrhage, unspecified, first trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.93,"Antepartum hemorrhage, unspecified, third trimester",C2909132,"Antepartum hemorrhage, unspecified, third trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.09,Premature separation of placenta with oth coagulation defect,C2909098,"Premature separation of placenta with other coagulation defect, unspecified trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O46.92,"Antepartum hemorrhage, unspecified, second trimester",C2909131,"Antepartum hemorrhage, unspecified, second trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICD10CM,O45.01,Premature separation of placenta with afibrinogenemia,C2909090,"Premature separation of placenta with afibrinogenemia, unspecified trimester",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,ICPC2EENG,W03,Antepartum bleeding,C0269608,Antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,670011000006110,Fetus affected by APH - antepartum haemorrhage,C1531966,Fetal disorder due to maternal antepartum hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305681019,Placental abruption - not delivered,C0405061,Placental abruption - not delivered,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,671711000006116,Fetus/neonate affected by antepartum haemorrhage unspecified,C0270025,"Fetus or newborn affected by complications of placenta, cord, and membranes",exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,386941000006112,Fetal or neonatal effect of placental separation and/or haemorrhage,C0270026,Fetus or newborn affected by placental separation and hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,485971000006118,"Antepartum haemorrhage, abruptio placentae and placenta praevia",C0156616,"Antepartum hemorrhage, abruptio placentae and placenta previa",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305680018,Placental abruption - delivered,C0405062,Placental abruption - delivered,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,451457015,Haemorrhoids in pregnancy,C0495187,Hemorrhoids in pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,355605016,Antepartum haemorrhage with hypofibrinogenaemia,C0473370,Antepartum hemorrhage with hypofibrinogenemia,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,355606015,Antepartum haemorrhage with hyperfibrinolysis,C0473371,Antepartum hemorrhage with hyperfibrinolysis,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,355609010,Antepartum haemorrhage with afibrinogenaemia,C0473372,Antepartum hemorrhage with afibrinogenemia,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,316574019,Fetal or newborn haemorrhage NOS,C0473800,Fetal &/or neonatal hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,316558012,Other fetal and newborn haemorrhage,C0473800,Fetal &/or neonatal hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,316573013,Other specified fetal or newborn haemorrhage,C0473800,Fetal &/or neonatal hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,894321000006112,Fetal/neonatal haemorrhage,C0473800,Fetal &/or neonatal hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,316933011,[X]Other specified fetal and neonatal haemorrhages,C0473800,Fetal &/or neonatal hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,669241000006119,Fetal and neonatal haemorrhage,C0473800,Fetal &/or neonatal hemorrhage,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305707014,Antepartum haemorrhage with trauma - delivered,C0473366,Antepartum hemorrhage with trauma - delivered,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,485801000006118,Antepartum haemorrhage with coagulation defect - not delivered,C0473367,Antepartum hemorrhage with coagulation defect - not delivered,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305697012,Antepartum haemorrhage with coagulation defect - delivered,C0473368,Antepartum hemorrhage with coagulation defect - delivered,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,306645010,Fetal-maternal haemorrhage with antenatal problem,C0473401,Fetal-maternal hemorrhage with antenatal problem,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,306644014,Fetal-maternal haemorrhage - delivered,C0473402,Fetal-maternal hemorrhage - delivered,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,670801000006119,Fetal or neonatal effect of abruptio placentae,C1305360,Fetus or neonate affected by abruptio placentae,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,402183013,Fetus or neonate affected by abruptio placentae,C1305360,Fetus or neonate affected by abruptio placentae,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,402182015,Fetus affected by placental abruption,C1305360,Fetus or neonate affected by abruptio placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,2533807017,Placental abruption,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,308127017,[X]Other premature separation of placenta,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305679016,Placental abruption unspecified,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,6870201000006114,Abruptio placentae,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305683016,Placental abruption NOS,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,2537192015,Ablatio placentae,C0000832,Abruptio Placentae,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,669491000006110,Fetal haemorrhage into co-twin,C2939190,Fetal hemorrhage into co-twin,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,13698821000006111,First trimester bleeding,C1880779,First trimester bleeding,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,14218771000006119,First trimester bleeding,C1880779,First trimester bleeding,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,612321000006113,Delayed/excessive haemorrhage following abortive pregnancy,C3662163,Induced termination of pregnancy complicated by delayed and/or excessive hemorrhage,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305722016,Antepartum haemorrhage with uterine leiomyoma - delivered,C0473362,Antepartum hemorrhage with uterine leiomyoma - delivered,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305703013,Antepartum haemorrhage with trauma,C0473364,Antepartum hemorrhage with trauma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305706017,Antepartum haemorrhage with trauma unspecified,C0473364,Antepartum hemorrhage with trauma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305711015,Antepartum haemorrhage with trauma NOS,C0473364,Antepartum hemorrhage with trauma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305710019,Antepartum haemorrhage with trauma - not delivered,C0473365,Antepartum hemorrhage with trauma - not delivered,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305718014,Antepartum haemorrhage with uterine fibroid,C0473360,Antepartum hemorrhage with uterine leiomyoma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305716013,Antepartum haemorrhage with uterine leiomyoma,C0473360,Antepartum hemorrhage with uterine leiomyoma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305717016,Antepartum haemorrhage with fibroid,C0473360,Antepartum hemorrhage with uterine leiomyoma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305719018,Antepartum haemorrhage with uterine leiomyoma unspecified,C0473360,Antepartum hemorrhage with uterine leiomyoma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305726018,Antepartum haemorrhage with uterine leiomyoma NOS,C0473360,Antepartum hemorrhage with uterine leiomyoma,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,485941000006114,Antepartum haemorrhage with uterine leiomyoma - not delivered,C0473361,Antepartum hemorrhage with uterine leiomyoma - not delivered,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,814521000006118,Haemorrhoids in pregnancy and the puerperium with postnatal complication,C0342029,Hemorrhoids in pregnancy and the puerperium with postnatal complication,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305618018,Threatened abortion - not delivered,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305617011,Threatened abortion - delivered,C0000821,Threatened abortion,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305619014,Threatened abortion NOS,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,89833018,Threatened abortion,C0000821,Threatened abortion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305630012,"Haemorrhage in early pregnancy, antepartum",C0269599,"Hemorrhage in early pregnancy, antepartum",narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,5498961000006118,Antepartum haemorrhage associated with coagulation defect,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,398341018,Antepartum haemorrhage with coagulation defect,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305702015,Antepartum haemorrhage with coagulation defect NOS,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305696015,Antepartum haemorrhage with coagulation defect unspecified,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,4126001000006118,Haemorrhagic complication of pregnancy,C0269596,Hemorrhagic complication of pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,1233354016,Fetal blood loss from cut co-twin's cord,C0270184,Fetal blood loss from cut end of co-twin's cord,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,495700011,Fetal blood loss from vasa praevia,C0270186,Fetal blood loss from vasa previa,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,305682014,Premature separation of placenta with coagulation defect,C0451794,Premature separation of placenta with coagulation defect,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,85768019,Fetal blood loss from ruptured cord,C0270185,Fetal blood loss from ruptured cord,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,307760012,Haemorrhoids in pregnancy and the puerperium,C0342033,Hemorrhoids in pregnancy and/or puerperium,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,307764015,Haemorrhoids in pregnancy and the puerperium unspecified,C0342033,Hemorrhoids in pregnancy and/or puerperium,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,307779010,Haemorrhoids in pregnancy and the puerperium NOS,C0342033,Hemorrhoids in pregnancy and/or puerperium,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,3655311000006110,Fetal maternal haemorrhage,C0015959,Fetomaternal Transfusion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,501763011,Fetal-maternal haemorrhage,C0015959,Fetomaternal Transfusion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,306648012,Fetal-maternal haemorrhage NOS,C0015959,Fetomaternal Transfusion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,306641018,Fetal-maternal haemorrhage unspecified,C0015959,Fetomaternal Transfusion,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,501758012,Fetal haemorrhage into mother's circulation,C0015959,Fetomaternal Transfusion,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,505912012,Fetal placental blood loss,C0270187,Fetal blood loss from placenta,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,814511000006114,Haemorrhoids in pregnancy and the puerperium with antenatal complication,C0342030,Hemorrhoids in pregnancy and the puerperium with antenatal complication,exclude,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,7846531000006115,Vaginal bleeding complicating early pregnancy,C4518426,Vaginal bleeding complicating early pregnancy,narrow,,P,BLEEDING,PrA
Pregnancy Bleeding,MEDCODEID,307765019,Haemorrhoids in pregnancy and the puerperium - delivered,C0342032,Hemorrhoids in pregnancy and the puerperium - delivered,exclude,,P,BLEEDING,PrA
